0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,1,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,30,31,0,1,2,0,34,35,27,28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,27,28,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,9,0,9,0,3,4,5,0,0,19,0,0,0,0,0,0,27,28,0,0,0,0
34,35,0,0,9,0,0,0,0,0,0,0,16,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0
13,14,15,0,0,0,0,0,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0
0,0,0,0,9,0,0,0,0,0,27,28,0,0,0,27,28,38,0,0,0,0,0,0,0,27,28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
0,0,32,33,0,0,9,0,0,34,35,0,0,0,0,0,0,47,0,0,0,0,0,19,0,0,0,0,0,0
0,0,27,28,0,0,0,0,3,4,5,0,0,0,0,34,35,49,0,0,19,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,17,18,0,31,0,0,6,7,8,0,0,0,34,35,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,13,14,15,0,0,0,6,7,8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,0,0,0,32,33,0,0,0,0,0,0,16,17,18,0,0,0,0,0,0
0,0,0,36,0,0,0,9,0,0,0,0,0,27,28,0,0,0,0,27,28,0,0,0,0,19,0,0,0,0
0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0
0,30,31,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,32,33
20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,21,22
